event_num,period,clock,teamTricode,substitutionIn,substitutionOut,raw_event
244,2,PT07M01.00S,OKC,,,"{""actionNumber"": 244, ""clock"": ""PT07M01.00S"", ""timeActual"": ""2025-05-21T01:28:00.6Z"", ""period"": 2, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1628392, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""29"", ""scoreAway"": ""33"", ""edited"": ""2025-05-21T01:28:19Z"", ""orderNumber"": 2410000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: I. Hartenstein"", ""playerName"": ""Hartenstein"", ""playerNameI"": ""I. Hartenstein"", ""personIdsFilter"": [1628392]}"
245,2,PT07M01.00S,MIN,,,"{""actionNumber"": 245, ""clock"": ""PT07M01.00S"", ""timeActual"": ""2025-05-21T01:28:00.6Z"", ""period"": 2, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 201144, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""29"", ""scoreAway"": ""33"", ""edited"": ""2025-05-21T01:28:19Z"", ""orderNumber"": 2420000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: M. Conley"", ""playerName"": ""Conley"", ""playerNameI"": ""M. Conley"", ""personIdsFilter"": [201144]}"
246,2,PT07M01.00S,OKC,,,"{""actionNumber"": 246, ""clock"": ""PT07M01.00S"", ""timeActual"": ""2025-05-21T01:28:00.6Z"", ""period"": 2, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1631096, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""29"", ""scoreAway"": ""33"", ""edited"": ""2025-05-21T01:28:19Z"", ""orderNumber"": 2430000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: C. Holmgren"", ""playerName"": ""Holmgren"", ""playerNameI"": ""C. Holmgren"", ""personIdsFilter"": [1631096]}"
247,2,PT07M01.00S,OKC,,,"{""actionNumber"": 247, ""clock"": ""PT07M01.00S"", ""timeActual"": ""2025-05-21T01:28:00.6Z"", ""period"": 2, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1628983, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""29"", ""scoreAway"": ""33"", ""edited"": ""2025-05-21T01:28:19Z"", ""orderNumber"": 2440000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: S. Gilgeous-Alexander"", ""playerName"": ""Gilgeous-Alexander"", ""playerNameI"": ""S. Gilgeous-Alexander"", ""personIdsFilter"": [1628983]}"
248,2,PT07M01.00S,OKC,,,"{""actionNumber"": 248, ""clock"": ""PT07M01.00S"", ""timeActual"": ""2025-05-21T01:28:00.6Z"", ""period"": 2, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1629652, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""29"", ""scoreAway"": ""33"", ""edited"": ""2025-05-21T01:28:19Z"", ""orderNumber"": 2450000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: L. Dort"", ""playerName"": ""Dort"", ""playerNameI"": ""L. Dort"", ""personIdsFilter"": [1629652]}"
249,2,PT07M01.00S,MIN,,,"{""actionNumber"": 249, ""clock"": ""PT07M01.00S"", ""timeActual"": ""2025-05-21T01:28:00.6Z"", ""period"": 2, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1630162, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""29"", ""scoreAway"": ""33"", ""edited"": ""2025-05-21T01:28:19Z"", ""orderNumber"": 2460000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: A. Edwards"", ""playerName"": ""Edwards"", ""playerNameI"": ""A. Edwards"", ""personIdsFilter"": [1630162]}"
278,2,PT04M38.00S,OKC,,,"{""actionNumber"": 278, ""clock"": ""PT04M38.00S"", ""timeActual"": ""2025-05-21T01:31:38.1Z"", ""period"": 2, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1630598, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""31"", ""scoreAway"": ""38"", ""edited"": ""2025-05-21T01:31:45Z"", ""orderNumber"": 2720000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: A. Wiggins"", ""playerName"": ""Wiggins"", ""playerNameI"": ""A. Wiggins"", ""personIdsFilter"": [1630598]}"
279,2,PT04M38.00S,MIN,,,"{""actionNumber"": 279, ""clock"": ""PT04M38.00S"", ""timeActual"": ""2025-05-21T01:31:38.1Z"", ""period"": 2, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1628978, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""31"", ""scoreAway"": ""38"", ""edited"": ""2025-05-21T01:31:45Z"", ""orderNumber"": 2730000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: D. DiVincenzo"", ""playerName"": ""DiVincenzo"", ""playerNameI"": ""D. DiVincenzo"", ""personIdsFilter"": [1628978]}"
280,2,PT04M38.00S,MIN,,,"{""actionNumber"": 280, ""clock"": ""PT04M38.00S"", ""timeActual"": ""2025-05-21T01:31:38.1Z"", ""period"": 2, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 203944, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""31"", ""scoreAway"": ""38"", ""edited"": ""2025-05-21T01:31:45Z"", ""orderNumber"": 2740000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: J. Randle"", ""playerName"": ""Randle"", ""playerNameI"": ""J. Randle"", ""personIdsFilter"": [203944]}"
281,2,PT04M38.00S,OKC,,,"{""actionNumber"": 281, ""clock"": ""PT04M38.00S"", ""timeActual"": ""2025-05-21T01:31:38.1Z"", ""period"": 2, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1628392, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""31"", ""scoreAway"": ""38"", ""edited"": ""2025-05-21T01:31:45Z"", ""orderNumber"": 2750000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: I. Hartenstein"", ""playerName"": ""Hartenstein"", ""playerNameI"": ""I. Hartenstein"", ""personIdsFilter"": [1628392]}"
282,2,PT04M38.00S,MIN,,,"{""actionNumber"": 282, ""clock"": ""PT04M38.00S"", ""timeActual"": ""2025-05-21T01:31:38.1Z"", ""period"": 2, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1630183, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""31"", ""scoreAway"": ""38"", ""edited"": ""2025-05-21T01:31:45Z"", ""orderNumber"": 2760000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: J. McDaniels"", ""playerName"": ""McDaniels"", ""playerNameI"": ""J. McDaniels"", ""personIdsFilter"": [1630183]}"
283,2,PT04M38.00S,MIN,,,"{""actionNumber"": 283, ""clock"": ""PT04M38.00S"", ""timeActual"": ""2025-05-21T01:31:38.1Z"", ""period"": 2, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1629675, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""31"", ""scoreAway"": ""38"", ""edited"": ""2025-05-21T01:31:45Z"", ""orderNumber"": 2770000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: N. Reid"", ""playerName"": ""Reid"", ""playerNameI"": ""N. Reid"", ""personIdsFilter"": [1629675]}"
301,2,PT03M19.00S,OKC,,,"{""actionNumber"": 301, ""clock"": ""PT03M19.00S"", ""timeActual"": ""2025-05-21T01:35:25.2Z"", ""period"": 2, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1631096, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""36"", ""scoreAway"": ""40"", ""edited"": ""2025-05-21T01:36:55Z"", ""orderNumber"": 2950000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: C. Holmgren"", ""playerName"": ""Holmgren"", ""playerNameI"": ""C. Holmgren"", ""personIdsFilter"": [1631096]}"
302,2,PT03M19.00S,OKC,,,"{""actionNumber"": 302, ""clock"": ""PT03M19.00S"", ""timeActual"": ""2025-05-21T01:35:25.2Z"", ""period"": 2, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1641717, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""36"", ""scoreAway"": ""40"", ""edited"": ""2025-05-21T01:36:55Z"", ""orderNumber"": 2960000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: C. Wallace"", ""playerName"": ""Wallace"", ""playerNameI"": ""C. Wallace"", ""personIdsFilter"": [1641717]}"
303,2,PT03M19.00S,MIN,,,"{""actionNumber"": 303, ""clock"": ""PT03M19.00S"", ""timeActual"": ""2025-05-21T01:35:25.2Z"", ""period"": 2, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1629638, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""36"", ""scoreAway"": ""40"", ""edited"": ""2025-05-21T01:36:55Z"", ""orderNumber"": 2970000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: N. Alexander-Walker"", ""playerName"": ""Alexander-Walker"", ""playerNameI"": ""N. Alexander-Walker"", ""personIdsFilter"": [1629638]}"
304,2,PT03M19.00S,OKC,,,"{""actionNumber"": 304, ""clock"": ""PT03M19.00S"", ""timeActual"": ""2025-05-21T01:35:25.2Z"", ""period"": 2, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1631114, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""36"", ""scoreAway"": ""40"", ""edited"": ""2025-05-21T01:36:55Z"", ""orderNumber"": 2980000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: J. Williams"", ""playerName"": ""Williams"", ""playerNameI"": ""J. Williams"", ""personIdsFilter"": [1631114]}"
305,2,PT03M19.00S,OKC,,,"{""actionNumber"": 305, ""clock"": ""PT03M19.00S"", ""timeActual"": ""2025-05-21T01:35:25.2Z"", ""period"": 2, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1627936, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""36"", ""scoreAway"": ""40"", ""edited"": ""2025-05-21T01:36:55Z"", ""orderNumber"": 2990000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: A. Caruso"", ""playerName"": ""Caruso"", ""playerNameI"": ""A. Caruso"", ""personIdsFilter"": [1627936]}"
306,2,PT03M19.00S,MIN,,,"{""actionNumber"": 306, ""clock"": ""PT03M19.00S"", ""timeActual"": ""2025-05-21T01:35:25.2Z"", ""period"": 2, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 201144, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""36"", ""scoreAway"": ""40"", ""edited"": ""2025-05-21T01:36:55Z"", ""orderNumber"": 3000000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: M. Conley"", ""playerName"": ""Conley"", ""playerNameI"": ""M. Conley"", ""personIdsFilter"": [201144]}"
312,2,PT02M39.00S,MIN,,,"{""actionNumber"": 312, ""clock"": ""PT02M39.00S"", ""timeActual"": ""2025-05-21T01:38:03.4Z"", ""period"": 2, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 203497, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""36"", ""scoreAway"": ""40"", ""edited"": ""2025-05-21T01:38:08Z"", ""orderNumber"": 3060000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: R. Gobert"", ""playerName"": ""Gobert"", ""playerNameI"": ""R. Gobert"", ""personIdsFilter"": [203497]}"
313,2,PT02M39.00S,MIN,,,"{""actionNumber"": 313, ""clock"": ""PT02M39.00S"", ""timeActual"": ""2025-05-21T01:38:03.4Z"", ""period"": 2, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 203944, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""36"", ""scoreAway"": ""40"", ""edited"": ""2025-05-21T01:38:08Z"", ""orderNumber"": 3070000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: J. Randle"", ""playerName"": ""Randle"", ""playerNameI"": ""J. Randle"", ""personIdsFilter"": [203944]}"
317,2,PT02M22.00S,OKC,,,"{""actionNumber"": 317, ""clock"": ""PT02M22.00S"", ""timeActual"": ""2025-05-21T01:39:09.4Z"", ""period"": 2, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1628392, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""36"", ""scoreAway"": ""41"", ""edited"": ""2025-05-21T01:39:11Z"", ""orderNumber"": 3110000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: I. Hartenstein"", ""playerName"": ""Hartenstein"", ""playerNameI"": ""I. Hartenstein"", ""personIdsFilter"": [1628392]}"
318,2,PT02M22.00S,OKC,,,"{""actionNumber"": 318, ""clock"": ""PT02M22.00S"", ""timeActual"": ""2025-05-21T01:39:09.4Z"", ""period"": 2, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1631096, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""36"", ""scoreAway"": ""41"", ""edited"": ""2025-05-21T01:39:11Z"", ""orderNumber"": 3120000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: C. Holmgren"", ""playerName"": ""Holmgren"", ""playerNameI"": ""C. Holmgren"", ""personIdsFilter"": [1631096]}"
332,2,PT01M14.00S,OKC,,,"{""actionNumber"": 332, ""clock"": ""PT01M14.00S"", ""timeActual"": ""2025-05-21T01:41:13.2Z"", ""period"": 2, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1627936, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""38"", ""scoreAway"": ""46"", ""edited"": ""2025-05-21T01:41:22Z"", ""orderNumber"": 3260000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: A. Caruso"", ""playerName"": ""Caruso"", ""playerNameI"": ""A. Caruso"", ""personIdsFilter"": [1627936]}"
333,2,PT01M14.00S,OKC,,,"{""actionNumber"": 333, ""clock"": ""PT01M14.00S"", ""timeActual"": ""2025-05-21T01:41:13.2Z"", ""period"": 2, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1630198, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""38"", ""scoreAway"": ""46"", ""edited"": ""2025-05-21T01:41:22Z"", ""orderNumber"": 3270000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: I. Joe"", ""playerName"": ""Joe"", ""playerNameI"": ""I. Joe"", ""personIdsFilter"": [1630198]}"
345,2,PT00M44.60S,OKC,,,"{""actionNumber"": 345, ""clock"": ""PT00M44.60S"", ""timeActual"": ""2025-05-21T01:43:17.5Z"", ""period"": 2, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1630198, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""39"", ""scoreAway"": ""47"", ""edited"": ""2025-05-21T01:43:23Z"", ""orderNumber"": 3390000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: I. Joe"", ""playerName"": ""Joe"", ""playerNameI"": ""I. Joe"", ""personIdsFilter"": [1630198]}"
346,2,PT00M44.60S,OKC,,,"{""actionNumber"": 346, ""clock"": ""PT00M44.60S"", ""timeActual"": ""2025-05-21T01:43:17.5Z"", ""period"": 2, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1641717, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""39"", ""scoreAway"": ""47"", ""edited"": ""2025-05-21T01:43:23Z"", ""orderNumber"": 3400000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: C. Wallace"", ""playerName"": ""Wallace"", ""playerNameI"": ""C. Wallace"", ""personIdsFilter"": [1641717]}"
351,2,PT00M35.00S,OKC,,,"{""actionNumber"": 351, ""clock"": ""PT00M35.00S"", ""timeActual"": ""2025-05-21T01:44:16.9Z"", ""period"": 2, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1629652, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""40"", ""scoreAway"": ""48"", ""edited"": ""2025-05-21T01:44:20Z"", ""orderNumber"": 3450000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: L. Dort"", ""playerName"": ""Dort"", ""playerNameI"": ""L. Dort"", ""personIdsFilter"": [1629652]}"
352,2,PT00M35.00S,OKC,,,"{""actionNumber"": 352, ""clock"": ""PT00M35.00S"", ""timeActual"": ""2025-05-21T01:44:16.9Z"", ""period"": 2, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1630198, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""40"", ""scoreAway"": ""48"", ""edited"": ""2025-05-21T01:44:20Z"", ""orderNumber"": 3460000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: I. Joe"", ""playerName"": ""Joe"", ""playerNameI"": ""I. Joe"", ""personIdsFilter"": [1630198]}"
369,3,PT12M00.00S,OKC,,,"{""actionNumber"": 369, ""clock"": ""PT12M00.00S"", ""timeActual"": ""2025-05-21T01:46:35.1Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [""startperiod""], ""personId"": 1641717, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""44"", ""scoreAway"": ""48"", ""edited"": ""2025-05-21T02:02:20Z"", ""orderNumber"": 3630000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: C. Wallace"", ""playerName"": ""Wallace"", ""playerNameI"": ""C. Wallace"", ""personIdsFilter"": [1641717]}"
370,3,PT12M00.00S,OKC,,,"{""actionNumber"": 370, ""clock"": ""PT12M00.00S"", ""timeActual"": ""2025-05-21T01:46:35.1Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [""startperiod""], ""personId"": 1630198, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""44"", ""scoreAway"": ""48"", ""edited"": ""2025-05-21T02:02:20Z"", ""orderNumber"": 3640000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: I. Joe"", ""playerName"": ""Joe"", ""playerNameI"": ""I. Joe"", ""personIdsFilter"": [1630198]}"
371,3,PT12M00.00S,MIN,,,"{""actionNumber"": 371, ""clock"": ""PT12M00.00S"", ""timeActual"": ""2025-05-21T01:46:35.1Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [""startperiod""], ""personId"": 1629675, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""44"", ""scoreAway"": ""48"", ""edited"": ""2025-05-21T02:02:20Z"", ""orderNumber"": 3650000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: N. Reid"", ""playerName"": ""Reid"", ""playerNameI"": ""N. Reid"", ""personIdsFilter"": [1629675]}"
372,3,PT12M00.00S,OKC,,,"{""actionNumber"": 372, ""clock"": ""PT12M00.00S"", ""timeActual"": ""2025-05-21T01:46:35.1Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [""startperiod""], ""personId"": 1629652, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""44"", ""scoreAway"": ""48"", ""edited"": ""2025-05-21T02:02:20Z"", ""orderNumber"": 3660000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: L. Dort"", ""playerName"": ""Dort"", ""playerNameI"": ""L. Dort"", ""personIdsFilter"": [1629652]}"
373,3,PT12M00.00S,OKC,,,"{""actionNumber"": 373, ""clock"": ""PT12M00.00S"", ""timeActual"": ""2025-05-21T01:46:35.1Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [""startperiod""], ""personId"": 1628392, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""44"", ""scoreAway"": ""48"", ""edited"": ""2025-05-21T02:02:20Z"", ""orderNumber"": 3670000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: I. Hartenstein"", ""playerName"": ""Hartenstein"", ""playerNameI"": ""I. Hartenstein"", ""personIdsFilter"": [1628392]}"
374,3,PT12M00.00S,MIN,,,"{""actionNumber"": 374, ""clock"": ""PT12M00.00S"", ""timeActual"": ""2025-05-21T01:46:35.1Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [""startperiod""], ""personId"": 203497, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""44"", ""scoreAway"": ""48"", ""edited"": ""2025-05-21T02:02:20Z"", ""orderNumber"": 3680000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: R. Gobert"", ""playerName"": ""Gobert"", ""playerNameI"": ""R. Gobert"", ""personIdsFilter"": [203497]}"
